"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 02- 24","11,633,000","11,762,000","11,840,000","11,555,000","3.12K","-1.05%"
"2020- 02- 23","11,756,000","11,492,000","11,822,000","11,482,000","3.29K","2.26%"
"2020- 02- 22","11,496,000","11,498,000","11,529,000","11,396,000","1.84K","-0.02%"
"2020- 02- 21","11,498,000","11,521,000","11,619,000","11,454,000","4.25K","-0.18%"
"2020- 02- 20","11,519,000","11,415,000","11,573,000","11,350,000","6.30K","0.91%"
"2020- 02- 19","11,415,000","11,838,000","11,967,000","11,380,000","5.71K","-3.57%"
"2020- 02- 18","11,837,000","11,438,000","11,900,000","11,317,000","5.45K","3.61%"
"2020- 02- 17","11,425,000","11,635,000","11,690,000","11,140,000","5.88K","-2.01%"
"2020- 02- 16","11,659,000","11,513,000","11,756,000","11,329,000","5.38K","1.36%"
"2020- 02- 15","11,503,000","11,857,000","11,885,000","11,422,000","4.84K","-2.99%"
"2020- 02- 14","11,857,000","11,793,000","11,897,000","11,718,000","4.42K","0.54%"
"2020- 02- 13","11,793,000","11,793,000","12,026,000","11,584,000","9.19K","-0.02%"
"2020- 02- 12","11,795,000","11,819,000","11,951,000","11,761,000","6.62K","-0.21%"
"2020- 02- 11","11,820,000","11,516,000","11,940,000","11,276,000","6.03K","2.51%"
"2020- 02- 10","11,531,000","11,821,000","11,863,000","11,396,000","5.21K","-2.45%"
"2020- 02- 09","11,820,000","11,567,000","11,848,000","11,567,000","4.94K","2.18%"
"2020- 02- 08","11,568,000","11,490,000","11,600,000","11,262,000","4.37K","0.68%"
"2020- 02- 07","11,490,000","11,264,000","11,605,000","11,264,000","4.14K","1.96%"
"2020- 02- 06","11,269,000","11,054,000","11,404,000","10,909,000","5.74K","1.83%"
"2020- 02- 05","11,066,000","10,624,000","11,113,000","10,593,000","5.64K","4.05%"
"2020- 02- 04","10,635,000","10,746,000","10,788,000","10,504,000","4.27K","-1.08%"
"2020- 02- 03","10,751,000","10,764,000","10,971,000","10,716,000","3.68K","-0.10%"
"2020- 02- 02","10,762,000","10,820,000","10,885,000","10,683,000","3.32K","-0.54%"
"2020- 02- 01","10,820,000","10,790,000","10,911,000","10,770,000","2.89K","0.36%"
"2020- 01- 31","10,781,000","10,778,000","10,841,000","10,649,000","3.62K","0.03%"
"2020- 01- 30","10,778,000","10,669,000","10,882,000","10,530,000","5.03K","1.01%"
"2020- 01- 29","10,670,000","10,567,000","10,773,000","10,501,000","5.30K","0.94%"
"2020- 01- 28","10,571,000","10,132,000","10,600,000","10,132,000","6.61K","4.33%"
"2020- 01- 27","10,132,000","9,962,000","10,270,000","9,950,000","4.80K","1.69%"
"2020- 01- 26","9,964,000","9,737,000","9,986,000","9,700,000","2.21K","2.21%"
"2020- 01- 25","9,749,000","9,803,000","9,814,000","9,669,000","1.44K","-0.55%"
"2020- 01- 24","9,803,000","9,750,000","9,885,000","9,632,000","2.94K","0.54%"
"2020- 01- 23","9,750,000","9,922,000","9,924,000","9,624,000","3.63K","-1.73%"
"2020- 01- 22","9,922,000","9,967,000","10,091,000","9,849,000","2.97K","-0.38%"
"2020- 01- 21","9,960,000","9,853,000","10,010,000","9,800,000","2.84K","1.11%"
"2020- 01- 20","9,851,000","9,885,000","9,950,000","9,775,000","3.32K","-0.36%"
"2020- 01- 19","9,887,000","10,079,000","10,482,000","9,742,000","8.56K","-1.97%"
"2020- 01- 18","10,086,000","9,996,000","10,163,000","9,910,000","3.86K","0.94%"
"2020- 01- 17","9,992,000","9,797,000","10,211,000","9,719,000","8.32K","2.12%"
"2020- 01- 16","9,785,000","9,730,000","9,855,000","9,561,000","4.08K","0.51%"
"2020- 01- 15","9,735,000","9,671,000","9,915,000","9,504,000","8.12K","0.19%"
"2020- 01- 14","9,717,000","9,172,000","9,856,000","9,170,000","11.55K","5.94%"
"2020- 01- 13","9,172,000","9,220,000","9,226,000","9,102,000","1.99K","-0.50%"
"2020- 01- 12","9,218,000","9,060,000","9,247,000","9,015,000","2.41K","1.73%"
"2020- 01- 11","9,061,000","9,233,000","9,347,000","9,052,000","4.23K","-1.86%"
"2020- 01- 10","9,233,000","8,941,000","9,250,000","8,752,000","6.98K","3.28%"
"2020- 01- 09","8,940,000","9,085,000","9,142,000","8,901,000","5.17K","-1.60%"
"2020- 01- 08","9,085,000","9,385,000","9,733,000","9,033,000","13.02K","-3.37%"
"2020- 01- 07","9,402,000","8,866,000","9,441,000","8,866,000","8.89K","6.06%"
"2020- 01- 06","8,865,000","8,447,000","8,890,000","8,447,000","5.34K","4.86%"
"2020- 01- 05","8,454,000","8,485,000","8,640,000","8,437,000","2.81K","-0.37%"
"2020- 01- 04","8,485,000","8,476,000","8,516,000","8,390,000","1.99K","0.17%"
"2020- 01- 03","8,471,000","8,037,000","8,524,000","7,910,000","5.89K","5.39%"
"2020- 01- 02","8,038,000","8,300,000","8,309,000","8,028,000","2.05K","-3.16%"
"2020- 01- 01","8,300,000","8,299,000","8,363,000","8,287,000","1.03K","-0.12%"
