"기준일자","상품명","당일신규실행건수","당일신규실행금액(억원)"
"2020-06-11","일반상환학자금_등록금","0","0"
"2020-06-11","일반상환학자금_생활비","0","0"
"2020-06-11","취업후상환학자금_등록금","0","0"
"2020-06-11","취업후상환학자금_생활비","0","0"
"2020-06-12","일반상환학자금_등록금","0","0"
"2020-06-12","일반상환학자금_생활비","0","0"
"2020-06-12","취업후상환학자금_등록금","0","0"
"2020-06-12","취업후상환학자금_생활비","0","0"
"2020-06-13","일반상환학자금_등록금","0","0"
"2020-06-13","일반상환학자금_생활비","0","0"
"2020-06-13","취업후상환학자금_등록금","0","0"
"2020-06-13","취업후상환학자금_생활비","0","0"
"2020-06-14","일반상환학자금_등록금","0","0"
"2020-06-14","일반상환학자금_생활비","0","0"
"2020-06-14","취업후상환학자금_등록금","0","0"
"2020-06-14","취업후상환학자금_생활비","0","0"
"2020-06-15","일반상환학자금_등록금","0","0"
"2020-06-15","일반상환학자금_생활비","0","0"
"2020-06-15","취업후상환학자금_등록금","0","0"
"2020-06-15","취업후상환학자금_생활비","0","0"
"2020-06-16","일반상환학자금_등록금","0","0"
"2020-06-16","일반상환학자금_생활비","0","0"
"2020-06-16","취업후상환학자금_등록금","0","0"
"2020-06-16","취업후상환학자금_생활비","0","0"
"2020-06-17","일반상환학자금_등록금","0","0"
"2020-06-17","일반상환학자금_생활비","0","0"
"2020-06-17","취업후상환학자금_등록금","0","0"
"2020-06-17","취업후상환학자금_생활비","0","0"
"2020-06-18","일반상환학자금_등록금","0","0"
"2020-06-18","일반상환학자금_생활비","0","0"
"2020-06-18","취업후상환학자금_등록금","0","0"
"2020-06-18","취업후상환학자금_생활비","0","0"
"2020-06-19","일반상환학자금_등록금","0","0"
"2020-06-19","일반상환학자금_생활비","0","0"
"2020-06-19","취업후상환학자금_등록금","0","0"
"2020-06-19","취업후상환학자금_생활비","0","0"
"2020-06-20","일반상환학자금_등록금","0","0"
"2020-06-20","일반상환학자금_생활비","0","0"
"2020-06-20","취업후상환학자금_등록금","0","0"
"2020-06-20","취업후상환학자금_생활비","0","0"
"2020-06-21","일반상환학자금_등록금","0","0"
"2020-06-21","일반상환학자금_생활비","0","0"
"2020-06-21","취업후상환학자금_등록금","0","0"
"2020-06-21","취업후상환학자금_생활비","0","0"
"2020-06-22","일반상환학자금_등록금","0","0"
"2020-06-22","일반상환학자금_생활비","0","0"
"2020-06-22","취업후상환학자금_등록금","0","0"
"2020-06-22","취업후상환학자금_생활비","0","0"
"2020-06-23","일반상환학자금_등록금","0","0"
"2020-06-23","일반상환학자금_생활비","0","0"
"2020-06-23","취업후상환학자금_등록금","0","0"
"2020-06-23","취업후상환학자금_생활비","0","0"
"2020-06-24","일반상환학자금_등록금","0","0"
"2020-06-24","일반상환학자금_생활비","0","0"
"2020-06-24","취업후상환학자금_등록금","0","0"
"2020-06-24","취업후상환학자금_생활비","0","0"
"2020-06-25","일반상환학자금_등록금","0","0"
"2020-06-25","일반상환학자금_생활비","0","0"
"2020-06-25","취업후상환학자금_등록금","0","0"
"2020-06-25","취업후상환학자금_생활비","0","0"
"2020-06-26","일반상환학자금_등록금","0","0"
"2020-06-26","일반상환학자금_생활비","0","0"
"2020-06-26","취업후상환학자금_등록금","0","0"
"2020-06-26","취업후상환학자금_생활비","0","0"
"2020-06-27","일반상환학자금_등록금","0","0"
"2020-06-27","일반상환학자금_생활비","0","0"
"2020-06-27","취업후상환학자금_등록금","0","0"
"2020-06-27","취업후상환학자금_생활비","0","0"
"2020-06-28","일반상환학자금_등록금","0","0"
"2020-06-28","일반상환학자금_생활비","0","0"
"2020-06-28","취업후상환학자금_등록금","0","0"
"2020-06-28","취업후상환학자금_생활비","0","0"
"2020-06-29","일반상환학자금_등록금","0","0"
"2020-06-29","일반상환학자금_생활비","0","0"
"2020-06-29","취업후상환학자금_등록금","0","0"
"2020-06-29","취업후상환학자금_생활비","0","0"
"2020-06-30","일반상환학자금_등록금","0","0"
"2020-06-30","일반상환학자금_생활비","0","0"
"2020-06-30","취업후상환학자금_등록금","0","0"
"2020-06-30","취업후상환학자금_생활비","0","0"
"2020-07-01","일반상환학자금_등록금","0","0"
"2020-07-01","일반상환학자금_생활비","0","0"
"2020-07-01","취업후상환학자금_등록금","0","0"
"2020-07-01","취업후상환학자금_생활비","0","0"
"2020-07-02","일반상환학자금_등록금","0","0"
"2020-07-02","일반상환학자금_생활비","0","0"
"2020-07-02","취업후상환학자금_등록금","0","0"
"2020-07-02","취업후상환학자금_생활비","0","0"
"2020-07-03","일반상환학자금_등록금","0","0"
"2020-07-03","일반상환학자금_생활비","0","0"
"2020-07-03","취업후상환학자금_등록금","0","0"
"2020-07-03","취업후상환학자금_생활비","0","0"
"2020-07-04","일반상환학자금_등록금","0","0"
"2020-07-04","일반상환학자금_생활비","0","0"
"2020-07-04","취업후상환학자금_등록금","0","0"
"2020-07-04","취업후상환학자금_생활비","0","0"
"2020-07-05","일반상환학자금_등록금","0","0"
"2020-07-05","일반상환학자금_생활비","0","0"
"2020-07-05","취업후상환학자금_등록금","0","0"
"2020-07-05","취업후상환학자금_생활비","0","0"
"2020-07-06","일반상환학자금_등록금","0","0"
"2020-07-06","일반상환학자금_생활비","0","0"
"2020-07-06","취업후상환학자금_등록금","0","0"
"2020-07-06","취업후상환학자금_생활비","0","0"
"2020-07-07","일반상환학자금_등록금","0","0"
"2020-07-07","일반상환학자금_생활비","0","0"
"2020-07-07","취업후상환학자금_등록금","0","0"
"2020-07-07","취업후상환학자금_생활비","0","0"
"2020-07-08","일반상환학자금_등록금","0","0"
"2020-07-08","일반상환학자금_생활비","0","0"
"2020-07-08","취업후상환학자금_등록금","0","0"
"2020-07-08","취업후상환학자금_생활비","0","0"
"2020-07-09","일반상환학자금_등록금","0","0"
"2020-07-09","일반상환학자금_생활비","0","0"
"2020-07-09","취업후상환학자금_등록금","0","0"
"2020-07-09","취업후상환학자금_생활비","0","0"
"2020-07-10","일반상환학자금_등록금","370","25"
"2020-07-10","일반상환학자금_생활비","111","2"
"2020-07-10","취업후상환학자금_등록금","1","0"
"2020-07-10","취업후상환학자금_생활비","13","0"
"2020-07-11","일반상환학자금_등록금","368","24"
"2020-07-11","일반상환학자금_생활비","113","2"
"2020-07-11","취업후상환학자금_등록금","3","0"
"2020-07-11","취업후상환학자금_생활비","29","0"
"2020-07-12","일반상환학자금_등록금","0","0"
"2020-07-12","일반상환학자금_생활비","0","0"
"2020-07-12","취업후상환학자금_등록금","0","0"
"2020-07-12","취업후상환학자금_생활비","0","0"
"2020-07-13","일반상환학자금_등록금","0","0"
"2020-07-13","일반상환학자금_생활비","0","0"
"2020-07-13","취업후상환학자금_등록금","0","0"
"2020-07-13","취업후상환학자금_생활비","0","0"
"2020-07-14","일반상환학자금_등록금","391","24"
"2020-07-14","일반상환학자금_생활비","150","2"
"2020-07-14","취업후상환학자금_등록금","3","0"
"2020-07-14","취업후상환학자금_생활비","72","0"
"2020-07-15","일반상환학자금_등록금","260","16"
"2020-07-15","일반상환학자금_생활비","105","1"
"2020-07-15","취업후상환학자금_등록금","2","0"
"2020-07-15","취업후상환학자금_생활비","91","1"
"2020-07-16","일반상환학자금_등록금","309","17"
"2020-07-16","일반상환학자금_생활비","179","2"
"2020-07-16","취업후상환학자금_등록금","3","0"
"2020-07-16","취업후상환학자금_생활비","162","1"
"2020-07-17","일반상환학자금_등록금","222","11"
"2020-07-17","일반상환학자금_생활비","147","1"
"2020-07-17","취업후상환학자금_등록금","17","0"
"2020-07-17","취업후상환학자금_생활비","240","1"
"2020-07-18","일반상환학자금_등록금","152","7"
"2020-07-18","일반상환학자금_생활비","141","1"
"2020-07-18","취업후상환학자금_등록금","3","0"
"2020-07-18","취업후상환학자금_생활비","333","2"
"2020-07-19","일반상환학자금_등록금","0","0"
"2020-07-19","일반상환학자금_생활비","0","0"
"2020-07-19","취업후상환학자금_등록금","0","0"
"2020-07-19","취업후상환학자금_생활비","0","0"
"2020-07-20","일반상환학자금_등록금","0","0"
"2020-07-20","일반상환학자금_생활비","0","0"
"2020-07-20","취업후상환학자금_등록금","0","0"
"2020-07-20","취업후상환학자금_생활비","0","0"
"2020-07-21","일반상환학자금_등록금","156","7"
"2020-07-21","일반상환학자금_생활비","179","2"
"2020-07-21","취업후상환학자금_등록금","5","0"
"2020-07-21","취업후상환학자금_생활비","466","2"
"2020-07-22","일반상환학자금_등록금","187","8"
"2020-07-22","일반상환학자금_생활비","166","2"
"2020-07-22","취업후상환학자금_등록금","2","0"
"2020-07-22","취업후상환학자금_생활비","517","3"
"2020-07-23","일반상환학자금_등록금","271","15"
"2020-07-23","일반상환학자금_생활비","192","2"
"2020-07-23","취업후상환학자금_등록금","4","0"
"2020-07-23","취업후상환학자금_생활비","955","5"
"2020-07-24","일반상환학자금_등록금","168","9"
"2020-07-24","일반상환학자금_생활비","386","2"
"2020-07-24","취업후상환학자금_등록금","8","0"
"2020-07-24","취업후상환학자금_생활비","1549","7"
"2020-07-25","일반상환학자금_등록금","93","4"
"2020-07-25","일반상환학자금_생활비","339","2"
"2020-07-25","취업후상환학자금_등록금","1","0"
"2020-07-25","취업후상환학자금_생활비","1983","9"
"2020-07-26","일반상환학자금_등록금","0","0"
"2020-07-26","일반상환학자금_생활비","0","0"
"2020-07-26","취업후상환학자금_등록금","0","0"
"2020-07-26","취업후상환학자금_생활비","0","0"
"2020-07-27","일반상환학자금_등록금","0","0"
"2020-07-27","일반상환학자금_생활비","0","0"
"2020-07-27","취업후상환학자금_등록금","0","0"
"2020-07-27","취업후상환학자금_생활비","0","0"
"2020-07-28","일반상환학자금_등록금","122","6"
"2020-07-28","일반상환학자금_생활비","486","3"
"2020-07-28","취업후상환학자금_등록금","4","0"
"2020-07-28","취업후상환학자금_생활비","2532","12"
"2020-07-29","일반상환학자금_등록금","88","4"
"2020-07-29","일반상환학자금_생활비","409","3"
"2020-07-29","취업후상환학자금_등록금","1","0"
"2020-07-29","취업후상환학자금_생활비","2499","12"
"2020-07-30","일반상환학자금_등록금","233","12"
"2020-07-30","일반상환학자금_생활비","466","3"
"2020-07-30","취업후상환학자금_등록금","3","0"
"2020-07-30","취업후상환학자금_생활비","2710","13"
"2020-07-31","일반상환학자금_등록금","144","8"
"2020-07-31","일반상환학자금_생활비","426","3"
"2020-07-31","취업후상환학자금_등록금","3","0"
"2020-07-31","취업후상환학자금_생활비","2417","11"
"2020-08-01","일반상환학자금_등록금","100","6"
"2020-08-01","일반상환학자금_생활비","499","3"
"2020-08-01","취업후상환학자금_등록금","2","0"
"2020-08-01","취업후상환학자금_생활비","2926","14"
"2020-08-02","일반상환학자금_등록금","0","0"
"2020-08-02","일반상환학자금_생활비","0","0"
"2020-08-02","취업후상환학자금_등록금","0","0"
"2020-08-02","취업후상환학자금_생활비","0","0"
"2020-08-03","일반상환학자금_등록금","0","0"
"2020-08-03","일반상환학자금_생활비","0","0"
"2020-08-03","취업후상환학자금_등록금","0","0"
"2020-08-03","취업후상환학자금_생활비","0","0"
"2020-08-04","일반상환학자금_등록금","502","10"
"2020-08-04","일반상환학자금_생활비","971","8"
"2020-08-04","취업후상환학자금_등록금","160","1"
"2020-08-04","취업후상환학자금_생활비","4021","20"
"2020-08-05","일반상환학자금_등록금","335","7"
"2020-08-05","일반상환학자금_생활비","722","5"
"2020-08-05","취업후상환학자금_등록금","81","0"
"2020-08-05","취업후상환학자금_생활비","3227","16"
"2020-08-06","일반상환학자금_등록금","283","7"
"2020-08-06","일반상환학자금_생활비","1046","7"
"2020-08-06","취업후상환학자금_등록금","47","0"
"2020-08-06","취업후상환학자금_생활비","4261","21"
"2020-08-07","일반상환학자금_등록금","265","7"
"2020-08-07","일반상환학자금_생활비","764","5"
"2020-08-07","취업후상환학자금_등록금","41","0"
"2020-08-07","취업후상환학자금_생활비","3496","17"
"2020-08-08","일반상환학자금_등록금","243","9"
"2020-08-08","일반상환학자금_생활비","898","6"
"2020-08-08","취업후상환학자금_등록금","44","1"
"2020-08-08","취업후상환학자금_생활비","3536","17"
"2020-08-09","일반상환학자금_등록금","0","0"
"2020-08-09","일반상환학자금_생활비","0","0"
"2020-08-09","취업후상환학자금_등록금","0","0"
"2020-08-09","취업후상환학자금_생활비","0","0"
"2020-08-10","일반상환학자금_등록금","0","0"
"2020-08-10","일반상환학자금_생활비","0","0"
"2020-08-10","취업후상환학자금_등록금","0","0"
"2020-08-10","취업후상환학자금_생활비","0","0"
"2020-08-11","일반상환학자금_등록금","345","12"
"2020-08-11","일반상환학자금_생활비","1096","8"
"2020-08-11","취업후상환학자금_등록금","161","2"
"2020-08-11","취업후상환학자금_생활비","4113","21"
"2020-08-12","일반상환학자금_등록금","258","8"
"2020-08-12","일반상환학자금_생활비","761","5"
"2020-08-12","취업후상환학자금_등록금","239","3"
"2020-08-12","취업후상환학자금_생활비","2749","15"
"2020-08-13","일반상환학자금_등록금","347","10"
"2020-08-13","일반상환학자금_생활비","849","6"
"2020-08-13","취업후상환학자금_등록금","289","4"
"2020-08-13","취업후상환학자금_생활비","2619","14"
"2020-08-14","일반상환학자금_등록금","378","10"
"2020-08-14","일반상환학자금_생활비","872","7"
"2020-08-14","취업후상환학자금_등록금","529","9"
"2020-08-14","취업후상환학자금_생활비","2637","15"
"2020-08-15","일반상환학자금_등록금","372","9"
"2020-08-15","일반상환학자금_생활비","919","7"
"2020-08-15","취업후상환학자금_등록금","463","8"
"2020-08-15","취업후상환학자금_생활비","2774","16"
"2020-08-16","일반상환학자금_등록금","0","0"
"2020-08-16","일반상환학자금_생활비","0","0"
"2020-08-16","취업후상환학자금_등록금","0","0"
"2020-08-16","취업후상환학자금_생활비","0","0"
"2020-08-17","일반상환학자금_등록금","0","0"
"2020-08-17","일반상환학자금_생활비","0","0"
"2020-08-17","취업후상환학자금_등록금","0","0"
"2020-08-17","취업후상환학자금_생활비","0","0"
"2020-08-18","일반상환학자금_등록금","0","0"
"2020-08-18","일반상환학자금_생활비","0","0"
"2020-08-18","취업후상환학자금_등록금","0","0"
"2020-08-18","취업후상환학자금_생활비","0","0"
"2020-08-19","일반상환학자금_등록금","2188","66"
"2020-08-19","일반상환학자금_생활비","2614","23"
"2020-08-19","취업후상환학자금_등록금","3830","68"
"2020-08-19","취업후상환학자금_생활비","6129","46"
"2020-08-20","일반상환학자금_등록금","2392","76"
"2020-08-20","일반상환학자금_생활비","2278","22"
"2020-08-20","취업후상환학자금_등록금","3477","63"
"2020-08-20","취업후상환학자금_생활비","4773","39"
"2020-08-21","일반상환학자금_등록금","2399","77"
"2020-08-21","일반상환학자금_생활비","2231","21"
"2020-08-21","취업후상환학자금_등록금","2574","49"
"2020-08-21","취업후상환학자금_생활비","4101","34"
"2020-08-22","일반상환학자금_등록금","5005","210"
"2020-08-22","일반상환학자금_생활비","3580","38"
"2020-08-22","취업후상환학자금_등록금","4502","88"
"2020-08-22","취업후상환학자금_생활비","5566","50"
"2020-08-23","일반상환학자금_등록금","0","0"
"2020-08-23","일반상환학자금_생활비","0","0"
"2020-08-23","취업후상환학자금_등록금","0","0"
"2020-08-23","취업후상환학자금_생활비","0","0"
"2020-08-24","일반상환학자금_등록금","0","0"
"2020-08-24","일반상환학자금_생활비","0","0"
"2020-08-24","취업후상환학자금_등록금","0","0"
"2020-08-24","취업후상환학자금_생활비","0","0"
"2020-08-25","일반상환학자금_등록금","15557","555"
"2020-08-25","일반상환학자금_생활비","8175","100"
"2020-08-25","취업후상환학자금_등록금","20801","385"
"2020-08-25","취업후상환학자금_생활비","15765","161"
"2020-08-26","일반상환학자금_등록금","11990","424"
"2020-08-26","일반상환학자금_생활비","5947","73"
"2020-08-26","취업후상환학자금_등록금","12378","237"
"2020-08-26","취업후상환학자금_생활비","11977","123"
"2020-08-27","일반상환학자금_등록금","9734","340"
"2020-08-27","일반상환학자금_생활비","4644","55"
"2020-08-27","취업후상환학자금_등록금","9006","175"
"2020-08-27","취업후상환학자금_생활비","8778","88"
"2020-08-28","일반상환학자금_등록금","8435","309"
"2020-08-28","일반상환학자금_생활비","3789","45"
"2020-08-28","취업후상환학자금_등록금","6853","137"
"2020-08-28","취업후상환학자금_생활비","6853","66"
"2020-08-29","일반상환학자금_등록금","5996","217"
"2020-08-29","일반상환학자금_생활비","3191","36"
"2020-08-29","취업후상환학자금_등록금","4933","101"
"2020-08-29","취업후상환학자금_생활비","6653","61"
"2020-08-30","일반상환학자금_등록금","0","0"
"2020-08-30","일반상환학자금_생활비","0","0"
"2020-08-30","취업후상환학자금_등록금","0","0"
"2020-08-30","취업후상환학자금_생활비","0","0"
"2020-08-31","일반상환학자금_등록금","0","0"
"2020-08-31","일반상환학자금_생활비","0","0"
"2020-08-31","취업후상환학자금_등록금","0","0"
"2020-08-31","취업후상환학자금_생활비","0","0"
"2020-09-01","일반상환학자금_등록금","2566","89"
"2020-09-01","일반상환학자금_생활비","2928","30"
"2020-09-01","취업후상환학자금_등록금","3372","69"
"2020-09-01","취업후상환학자금_생활비","8557","77"
"2020-09-02","일반상환학자금_등록금","1541","52"
"2020-09-02","일반상환학자금_생활비","2230","23"
"2020-09-02","취업후상환학자금_등록금","1784","36"
"2020-09-02","취업후상환학자금_생활비","6326","58"
"2020-09-03","일반상환학자금_등록금","1503","52"
"2020-09-03","일반상환학자금_생활비","1804","19"
"2020-09-03","취업후상환학자금_등록금","1486","32"
"2020-09-03","취업후상환학자금_생활비","4546","41"
"2020-09-04","일반상환학자금_등록금","1473","53"
"2020-09-04","일반상환학자금_생활비","1455","15"
"2020-09-04","취업후상환학자금_등록금","1294","30"
"2020-09-04","취업후상환학자금_생활비","3785","32"
"2020-09-05","일반상환학자금_등록금","1270","47"
"2020-09-05","일반상환학자금_생활비","1416","14"
"2020-09-05","취업후상환학자금_등록금","1252","29"
"2020-09-05","취업후상환학자금_생활비","4004","32"
"2020-09-06","일반상환학자금_등록금","0","0"
"2020-09-06","일반상환학자금_생활비","0","0"
"2020-09-06","취업후상환학자금_등록금","0","0"
"2020-09-06","취업후상환학자금_생활비","0","0"
"2020-09-07","일반상환학자금_등록금","0","0"
"2020-09-07","일반상환학자금_생활비","0","0"
"2020-09-07","취업후상환학자금_등록금","0","0"
"2020-09-07","취업후상환학자금_생활비","0","0"
"2020-09-08","일반상환학자금_등록금","1194","43"
"2020-09-08","일반상환학자금_생활비","1684","17"
"2020-09-08","취업후상환학자금_등록금","1034","24"
"2020-09-08","취업후상환학자금_생활비","4745","37"
"2020-09-09","일반상환학자금_등록금","997","35"
"2020-09-09","일반상환학자금_생활비","1375","13"
"2020-09-09","취업후상환학자금_등록금","978","22"
"2020-09-09","취업후상환학자금_생활비","3581","28"
"2020-09-10","일반상환학자금_등록금","1962","69"
"2020-09-10","일반상환학자금_생활비","1568","16"
"2020-09-10","취업후상환학자금_등록금","1536","34"
"2020-09-10","취업후상환학자금_생활비","3245","26"
"2020-09-11","일반상환학자금_등록금","1608","59"
"2020-09-11","일반상환학자금_생활비","1382","14"
"2020-09-11","취업후상환학자금_등록금","1208","27"
"2020-09-11","취업후상환학자금_생활비","3114","25"
"2020-09-12","일반상환학자금_등록금","1156","43"
"2020-09-12","일반상환학자금_생활비","1225","12"
"2020-09-12","취업후상환학자금_등록금","858","20"
"2020-09-12","취업후상환학자금_생활비","3099","23"
"2020-09-13","일반상환학자금_등록금","0","0"
"2020-09-13","일반상환학자금_생활비","0","0"
"2020-09-13","취업후상환학자금_등록금","0","0"
"2020-09-13","취업후상환학자금_생활비","0","0"
"2020-09-14","일반상환학자금_등록금","0","0"
"2020-09-14","일반상환학자금_생활비","0","0"
"2020-09-14","취업후상환학자금_등록금","0","0"
"2020-09-14","취업후상환학자금_생활비","0","0"
"2020-09-15","일반상환학자금_등록금","1102","40"
"2020-09-15","일반상환학자금_생활비","1474","14"
"2020-09-15","취업후상환학자금_등록금","1032","24"
"2020-09-15","취업후상환학자금_생활비","4054","30"
"2020-09-16","일반상환학자금_등록금","753","26"
"2020-09-16","일반상환학자금_생활비","1170","11"
"2020-09-16","취업후상환학자금_등록금","788","19"
"2020-09-16","취업후상환학자금_생활비","2968","22"
"2020-09-17","일반상환학자금_등록금","771","26"
"2020-09-17","일반상환학자금_생활비","1026","10"
"2020-09-17","취업후상환학자금_등록금","692","16"
"2020-09-17","취업후상환학자금_생활비","2471","18"
"2020-09-18","일반상환학자금_등록금","535","17"
"2020-09-18","일반상환학자금_생활비","928","8"
"2020-09-18","취업후상환학자금_등록금","556","13"
"2020-09-18","취업후상환학자금_생활비","2293","16"
"2020-09-19","일반상환학자금_등록금","530","19"
"2020-09-19","일반상환학자금_생활비","912","8"
"2020-09-19","취업후상환학자금_등록금","428","10"
"2020-09-19","취업후상환학자금_생활비","2517","16"
"2020-09-20","일반상환학자금_등록금","0","0"
"2020-09-20","일반상환학자금_생활비","0","0"
"2020-09-20","취업후상환학자금_등록금","0","0"
"2020-09-20","취업후상환학자금_생활비","0","0"
"2020-09-21","일반상환학자금_등록금","0","0"
"2020-09-21","일반상환학자금_생활비","0","0"
"2020-09-21","취업후상환학자금_등록금","0","0"
"2020-09-21","취업후상환학자금_생활비","0","0"
"2020-09-22","일반상환학자금_등록금","423","15"
"2020-09-22","일반상환학자금_생활비","1176","10"
"2020-09-22","취업후상환학자금_등록금","539","13"
"2020-09-22","취업후상환학자금_생활비","3375","22"
"2020-09-23","일반상환학자금_등록금","462","17"
"2020-09-23","일반상환학자금_생활비","978","8"
"2020-09-23","취업후상환학자금_등록금","507","12"
"2020-09-23","취업후상환학자금_생활비","2611","17"
"2020-09-24","일반상환학자금_등록금","588","18"
"2020-09-24","일반상환학자금_생활비","916","8"
"2020-09-24","취업후상환학자금_등록금","669","14"
"2020-09-24","취업후상환학자금_생활비","2309","16"
"2020-09-25","일반상환학자금_등록금","511","14"
"2020-09-25","일반상환학자금_생활비","884","8"
"2020-09-25","취업후상환학자금_등록금","600","14"
"2020-09-25","취업후상환학자금_생활비","2287","15"
"2020-09-26","일반상환학자금_등록금","336","10"
"2020-09-26","일반상환학자금_생활비","920","7"
"2020-09-26","취업후상환학자금_등록금","384","9"
"2020-09-26","취업후상환학자금_생활비","2433","15"
"2020-09-27","일반상환학자금_등록금","0","0"
"2020-09-27","일반상환학자금_생활비","0","0"
"2020-09-27","취업후상환학자금_등록금","0","0"
"2020-09-27","취업후상환학자금_생활비","0","0"
"2020-09-28","일반상환학자금_등록금","0","0"
"2020-09-28","일반상환학자금_생활비","0","0"
"2020-09-28","취업후상환학자금_등록금","0","0"
"2020-09-28","취업후상환학자금_생활비","0","0"
"2020-09-29","일반상환학자금_등록금","204","7"
"2020-09-29","일반상환학자금_생활비","913","7"
"2020-09-29","취업후상환학자금_등록금","300","7"
"2020-09-29","취업후상환학자금_생활비","2931","18"
"2020-09-30","일반상환학자금_등록금","141","4"
"2020-09-30","일반상환학자금_생활비","774","6"
"2020-09-30","취업후상환학자금_등록금","159","4"
"2020-09-30","취업후상환학자금_생활비","2176","13"
"2020-10-01","일반상환학자금_등록금","0","0"
"2020-10-01","일반상환학자금_생활비","0","0"
"2020-10-01","취업후상환학자금_등록금","0","0"
"2020-10-01","취업후상환학자금_생활비","0","0"
"2020-10-02","일반상환학자금_등록금","0","0"
"2020-10-02","일반상환학자금_생활비","0","0"
"2020-10-02","취업후상환학자금_등록금","0","0"
"2020-10-02","취업후상환학자금_생활비","0","0"
"2020-10-03","일반상환학자금_등록금","0","0"
"2020-10-03","일반상환학자금_생활비","0","0"
"2020-10-03","취업후상환학자금_등록금","0","0"
"2020-10-03","취업후상환학자금_생활비","0","0"
"2020-10-04","일반상환학자금_등록금","0","0"
"2020-10-04","일반상환학자금_생활비","0","0"
"2020-10-04","취업후상환학자금_등록금","0","0"
"2020-10-04","취업후상환학자금_생활비","0","0"
"2020-10-05","일반상환학자금_등록금","0","0"
"2020-10-05","일반상환학자금_생활비","0","0"
"2020-10-05","취업후상환학자금_등록금","0","0"
"2020-10-05","취업후상환학자금_생활비","0","0"
"2020-10-06","일반상환학자금_등록금","112","4"
"2020-10-06","일반상환학자금_생활비","908","8"
"2020-10-06","취업후상환학자금_등록금","125","3"
"2020-10-06","취업후상환학자금_생활비","2938","19"
"2020-10-07","일반상환학자금_등록금","121","4"
"2020-10-07","일반상환학자금_생활비","708","6"
"2020-10-07","취업후상환학자금_등록금","192","5"
"2020-10-07","취업후상환학자금_생활비","1969","14"
"2020-10-08","일반상환학자금_등록금","88","2"
"2020-10-08","일반상환학자금_생활비","601","5"
"2020-10-08","취업후상환학자금_등록금","193","5"
"2020-10-08","취업후상환학자금_생활비","1769","13"
"2020-10-09","일반상환학자금_등록금","76","2"
"2020-10-09","일반상환학자금_생활비","556","5"
"2020-10-09","취업후상환학자금_등록금","183","5"
"2020-10-09","취업후상환학자금_생활비","1928","13"
"2020-10-10","일반상환학자금_등록금","0","0"
"2020-10-10","일반상환학자금_생활비","0","0"
"2020-10-10","취업후상환학자금_등록금","0","0"
"2020-10-10","취업후상환학자금_생활비","0","0"
"2020-10-11","일반상환학자금_등록금","0","0"
"2020-10-11","일반상환학자금_생활비","0","0"
"2020-10-11","취업후상환학자금_등록금","0","0"
"2020-10-11","취업후상환학자금_생활비","0","0"
"2020-10-12","일반상환학자금_등록금","0","0"
"2020-10-12","일반상환학자금_생활비","0","0"
"2020-10-12","취업후상환학자금_등록금","0","0"
"2020-10-12","취업후상환학자금_생활비","0","0"
"2020-10-13","일반상환학자금_등록금","80","2"
"2020-10-13","일반상환학자금_생활비","800","7"
"2020-10-13","취업후상환학자금_등록금","143","4"
"2020-10-13","취업후상환학자금_생활비","2799","18"
"2020-10-14","일반상환학자금_등록금","80","2"
"2020-10-14","일반상환학자금_생활비","600","5"
"2020-10-14","취업후상환학자금_등록금","129","3"
"2020-10-14","취업후상환학자금_생활비","1805","12"
"2020-10-15","일반상환학자금_등록금","88","2"
"2020-10-15","일반상환학자금_생활비","540","5"
"2020-10-15","취업후상환학자금_등록금","108","3"
"2020-10-15","취업후상환학자금_생활비","1650","10"
"2020-10-16","일반상환학자금_등록금","86","2"
"2020-10-16","일반상환학자금_생활비","569","5"
"2020-10-16","취업후상환학자금_등록금","92","2"
"2020-10-16","취업후상환학자금_생활비","1543","10"
"2020-10-17","일반상환학자금_등록금","13","0"
"2020-10-17","일반상환학자금_생활비","1272","14"
"2020-10-17","취업후상환학자금_등록금","41","1"
"2020-10-17","취업후상환학자금_생활비","1816","12"
"2020-10-18","일반상환학자금_등록금","0","0"
"2020-10-18","일반상환학자금_생활비","0","0"
"2020-10-18","취업후상환학자금_등록금","0","0"
"2020-10-18","취업후상환학자금_생활비","0","0"
"2020-10-19","일반상환학자금_등록금","0","0"
"2020-10-19","일반상환학자금_생활비","0","0"
"2020-10-19","취업후상환학자금_등록금","0","0"
"2020-10-19","취업후상환학자금_생활비","0","0"
"2020-10-20","일반상환학자금_등록금","14","0"
"2020-10-20","일반상환학자금_생활비","839","7"
"2020-10-20","취업후상환학자금_등록금","41","1"
"2020-10-20","취업후상환학자금_생활비","2072","12"
"2020-10-21","일반상환학자금_등록금","13","0"
"2020-10-21","일반상환학자금_생활비","624","5"
"2020-10-21","취업후상환학자금_등록금","43","1"
"2020-10-21","취업후상환학자금_생활비","1484","10"
"2020-10-22","일반상환학자금_등록금","16","0"
"2020-10-22","일반상환학자금_생활비","578","5"
"2020-10-22","취업후상환학자금_등록금","90","3"
"2020-10-22","취업후상환학자금_생활비","1394","9"
"2020-10-23","일반상환학자금_등록금","12","0"
"2020-10-23","일반상환학자금_생활비","519","4"
"2020-10-23","취업후상환학자금_등록금","178","5"
"2020-10-23","취업후상환학자금_생활비","1590","10"
"2020-10-24","일반상환학자금_등록금","14","0"
"2020-10-24","일반상환학자금_생활비","587","5"
