"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 02- 03","10,765,000","10,760,000","10,978,000","10,735,000","0.67K","0.05%"
"2020- 02- 02","10,760,000","10,816,000","10,875,000","10,673,000","0.54K","-0.62%"
"2020- 02- 01","10,827,000","10,785,000","10,899,000","10,777,000","0.50K","0.44%"
"2020- 01- 31","10,780,000","10,766,000","10,840,000","10,646,000","0.62K","0.04%"
"2020- 01- 30","10,776,000","10,669,000","10,862,000","10,531,000","1.85K","0.95%"
"2020- 01- 29","10,675,000","10,562,000","10,773,000","10,500,000","0.89K","0.96%"
"2020- 01- 28","10,573,000","10,139,000","10,582,000","10,139,000","1.55K","4.36%"
"2020- 01- 27","10,131,000","9,966,000","10,263,000","9,944,000","1.49K","1.75%"
"2020- 01- 26","9,957,000","9,747,000","9,988,000","9,711,000","0.81K","2.28%"
"2020- 01- 25","9,735,000","9,809,000","9,810,000","9,667,000","0.24K","-0.65%"
"2020- 01- 24","9,799,000","9,761,000","9,881,000","9,624,000","0.45K","0.47%"
"2020- 01- 23","9,753,000","9,925,000","9,929,000","9,620,000","0.83K","-1.75%"
"2020- 01- 22","9,927,000","9,965,000","10,083,000","9,847,000","0.57K","-0.36%"
"2020- 01- 21","9,963,000","9,842,000","10,012,000","9,788,000","1.17K","1.23%"
"2020- 01- 20","9,842,000","9,911,000","9,953,000","9,771,000","0.71K","-0.64%"
"2020- 01- 19","9,905,000","10,092,000","10,471,000","9,747,000","1.26K","-1.85%"
"2020- 01- 18","10,092,000","9,993,000","10,158,000","9,939,000","1.01K","0.92%"
"2020- 01- 17","10,000,000","9,787,000","10,214,000","9,727,000","1.15K","2.20%"
"2020- 01- 16","9,785,000","9,729,000","9,840,000","9,565,000","0.73K","0.54%"
"2020- 01- 15","9,732,000","9,705,000","9,915,000","9,531,000","1.60K","0.26%"
"2020- 01- 14","9,707,000","9,170,000","9,801,000","9,170,000","3.97K","5.80%"
"2020- 01- 13","9,175,000","9,218,000","9,225,000","9,100,000","0.35K","-0.47%"
"2020- 01- 12","9,218,000","9,062,000","9,253,000","9,020,000","0.63K","1.70%"
"2020- 01- 11","9,064,000","9,234,000","9,341,000","9,035,000","1.17K","-1.78%"
"2020- 01- 10","9,228,000","8,941,000","9,260,000","8,750,000","2.33K","3.15%"
"2020- 01- 09","8,946,000","9,095,000","9,127,000","8,886,000","1.18K","-1.65%"
"2020- 01- 08","9,096,000","9,391,000","9,742,000","9,013,000","4.04K","-3.14%"
"2020- 01- 07","9,391,000","8,856,000","9,436,000","8,855,000","2.85K","6.05%"
"2020- 01- 06","8,855,000","8,461,000","8,883,000","8,455,000","1.26K","4.67%"
"2020- 01- 05","8,460,000","8,477,000","8,633,000","8,430,000","0.69K","-0.22%"
"2020- 01- 04","8,479,000","8,475,000","8,510,000","8,388,000","0.48K","0.08%"
"2020- 01- 03","8,472,000","8,046,000","8,524,000","7,909,000","0.90K","5.29%"
"2020- 01- 02","8,046,000","8,304,000","8,308,000","8,033,000","0.96K","-3.12%"
"2020- 01- 01","8,305,000","8,309,000","8,362,000","8,289,000","0.32K","-0.04%"
