"기준일자","상품명","당일신규실행건수","당일신규실행금액(억원)"
"2021-05-18","일반상환학자금_등록금","0","0"
"2021-05-18","일반상환학자금_생활비","0","0"
"2021-05-18","취업후상환학자금_등록금","228","4"
"2021-05-18","취업후상환학자금_생활비","184","3"
"2021-05-19","일반상환학자금_등록금","0","0"
"2021-05-19","일반상환학자금_생활비","0","0"
"2021-05-19","취업후상환학자금_등록금","195","3"
"2021-05-19","취업후상환학자금_생활비","211","3"
"2021-05-20","일반상환학자금_등록금","0","0"
"2021-05-20","일반상환학자금_생활비","0","0"
"2021-05-20","취업후상환학자금_등록금","0","0"
"2021-05-20","취업후상환학자금_생활비","0","0"
"2021-05-21","일반상환학자금_등록금","0","0"
"2021-05-21","일반상환학자금_생활비","0","0"
"2021-05-21","취업후상환학자금_등록금","314","6"
"2021-05-21","취업후상환학자금_생활비","249","4"
"2021-05-22","일반상환학자금_등록금","0","0"
"2021-05-22","일반상환학자금_생활비","0","0"
"2021-05-22","취업후상환학자금_등록금","309","6"
"2021-05-22","취업후상환학자금_생활비","253","4"
"2021-05-23","일반상환학자금_등록금","0","0"
"2021-05-23","일반상환학자금_생활비","0","0"
"2021-05-23","취업후상환학자금_등록금","0","0"
"2021-05-23","취업후상환학자금_생활비","0","0"
"2021-05-24","일반상환학자금_등록금","0","0"
"2021-05-24","일반상환학자금_생활비","0","0"
"2021-05-24","취업후상환학자금_등록금","0","0"
"2021-05-24","취업후상환학자금_생활비","0","0"
"2021-05-25","일반상환학자금_등록금","0","0"
"2021-05-25","일반상환학자금_생활비","0","0"
"2021-05-25","취업후상환학자금_등록금","660","13"
"2021-05-25","취업후상환학자금_생활비","499","7"
"2021-05-26","일반상환학자금_등록금","0","0"
"2021-05-26","일반상환학자금_생활비","0","0"
"2021-05-26","취업후상환학자금_등록금","654","13"
"2021-05-26","취업후상환학자금_생활비","587","8"
"2021-05-27","일반상환학자금_등록금","0","0"
"2021-05-27","일반상환학자금_생활비","0","0"
"2021-05-27","취업후상환학자금_등록금","1","0"
"2021-05-27","취업후상환학자금_생활비","1","0"
"2021-05-28","일반상환학자금_등록금","0","0"
"2021-05-28","일반상환학자금_생활비","0","0"
"2021-05-28","취업후상환학자금_등록금","0","0"
"2021-05-28","취업후상환학자금_생활비","0","0"
"2021-05-29","일반상환학자금_등록금","0","0"
"2021-05-29","일반상환학자금_생활비","0","0"
"2021-05-29","취업후상환학자금_등록금","0","0"
"2021-05-29","취업후상환학자금_생활비","0","0"
"2021-05-30","일반상환학자금_등록금","0","0"
"2021-05-30","일반상환학자금_생활비","0","0"
"2021-05-30","취업후상환학자금_등록금","0","0"
"2021-05-30","취업후상환학자금_생활비","0","0"
"2021-05-31","일반상환학자금_등록금","0","0"
"2021-05-31","일반상환학자금_생활비","0","0"
"2021-05-31","취업후상환학자금_등록금","0","0"
"2021-05-31","취업후상환학자금_생활비","0","0"
"2021-06-01","일반상환학자금_등록금","0","0"
"2021-06-01","일반상환학자금_생활비","0","0"
"2021-06-01","취업후상환학자금_등록금","0","0"
"2021-06-01","취업후상환학자금_생활비","0","0"
"2021-06-02","일반상환학자금_등록금","0","0"
"2021-06-02","일반상환학자금_생활비","0","0"
"2021-06-02","취업후상환학자금_등록금","0","0"
"2021-06-02","취업후상환학자금_생활비","0","0"
"2021-06-03","일반상환학자금_등록금","0","0"
"2021-06-03","일반상환학자금_생활비","0","0"
"2021-06-03","취업후상환학자금_등록금","0","0"
"2021-06-03","취업후상환학자금_생활비","0","0"
"2021-06-04","일반상환학자금_등록금","0","0"
"2021-06-04","일반상환학자금_생활비","0","0"
"2021-06-04","취업후상환학자금_등록금","0","0"
"2021-06-04","취업후상환학자금_생활비","0","0"
"2021-06-05","일반상환학자금_등록금","0","0"
"2021-06-05","일반상환학자금_생활비","0","0"
"2021-06-05","취업후상환학자금_등록금","0","0"
"2021-06-05","취업후상환학자금_생활비","0","0"
"2021-06-06","일반상환학자금_등록금","0","0"
"2021-06-06","일반상환학자금_생활비","0","0"
"2021-06-06","취업후상환학자금_등록금","0","0"
"2021-06-06","취업후상환학자금_생활비","0","0"
"2021-06-07","일반상환학자금_등록금","0","0"
"2021-06-07","일반상환학자금_생활비","0","0"
"2021-06-07","취업후상환학자금_등록금","0","0"
"2021-06-07","취업후상환학자금_생활비","0","0"
"2021-06-08","일반상환학자금_등록금","0","0"
"2021-06-08","일반상환학자금_생활비","0","0"
"2021-06-08","취업후상환학자금_등록금","0","0"
"2021-06-08","취업후상환학자금_생활비","0","0"
"2021-06-09","일반상환학자금_등록금","0","0"
"2021-06-09","일반상환학자금_생활비","0","0"
"2021-06-09","취업후상환학자금_등록금","0","0"
"2021-06-09","취업후상환학자금_생활비","0","0"
"2021-06-10","일반상환학자금_등록금","0","0"
"2021-06-10","일반상환학자금_생활비","0","0"
"2021-06-10","취업후상환학자금_등록금","0","0"
"2021-06-10","취업후상환학자금_생활비","0","0"
"2021-06-11","일반상환학자금_등록금","0","0"
"2021-06-11","일반상환학자금_생활비","0","0"
"2021-06-11","취업후상환학자금_등록금","0","0"
"2021-06-11","취업후상환학자금_생활비","0","0"
"2021-06-12","일반상환학자금_등록금","0","0"
"2021-06-12","일반상환학자금_생활비","0","0"
"2021-06-12","취업후상환학자금_등록금","0","0"
"2021-06-12","취업후상환학자금_생활비","0","0"
"2021-06-13","일반상환학자금_등록금","0","0"
"2021-06-13","일반상환학자금_생활비","0","0"
"2021-06-13","취업후상환학자금_등록금","0","0"
"2021-06-13","취업후상환학자금_생활비","0","0"
"2021-06-14","일반상환학자금_등록금","0","0"
"2021-06-14","일반상환학자금_생활비","0","0"
"2021-06-14","취업후상환학자금_등록금","0","0"
"2021-06-14","취업후상환학자금_생활비","0","0"
"2021-06-15","일반상환학자금_등록금","0","0"
"2021-06-15","일반상환학자금_생활비","0","0"
"2021-06-15","취업후상환학자금_등록금","0","0"
"2021-06-15","취업후상환학자금_생활비","0","0"
"2021-06-16","일반상환학자금_등록금","0","0"
"2021-06-16","일반상환학자금_생활비","0","0"
"2021-06-16","취업후상환학자금_등록금","0","0"
"2021-06-16","취업후상환학자금_생활비","0","0"
"2021-06-17","일반상환학자금_등록금","0","0"
"2021-06-17","일반상환학자금_생활비","0","0"
"2021-06-17","취업후상환학자금_등록금","0","0"
"2021-06-17","취업후상환학자금_생활비","0","0"
"2021-06-18","일반상환학자금_등록금","0","0"
"2021-06-18","일반상환학자금_생활비","0","0"
"2021-06-18","취업후상환학자금_등록금","0","0"
"2021-06-18","취업후상환학자금_생활비","0","0"
"2021-06-19","일반상환학자금_등록금","0","0"
"2021-06-19","일반상환학자금_생활비","0","0"
"2021-06-19","취업후상환학자금_등록금","0","0"
"2021-06-19","취업후상환학자금_생활비","0","0"
"2021-06-20","일반상환학자금_등록금","0","0"
"2021-06-20","일반상환학자금_생활비","0","0"
"2021-06-20","취업후상환학자금_등록금","0","0"
"2021-06-20","취업후상환학자금_생활비","0","0"
"2021-06-21","일반상환학자금_등록금","0","0"
"2021-06-21","일반상환학자금_생활비","0","0"
"2021-06-21","취업후상환학자금_등록금","0","0"
"2021-06-21","취업후상환학자금_생활비","0","0"
"2021-06-22","일반상환학자금_등록금","0","0"
"2021-06-22","일반상환학자금_생활비","0","0"
"2021-06-22","취업후상환학자금_등록금","0","0"
"2021-06-22","취업후상환학자금_생활비","0","0"
"2021-06-23","일반상환학자금_등록금","0","0"
"2021-06-23","일반상환학자금_생활비","0","0"
"2021-06-23","취업후상환학자금_등록금","0","0"
"2021-06-23","취업후상환학자금_생활비","0","0"
"2021-06-24","일반상환학자금_등록금","0","0"
"2021-06-24","일반상환학자금_생활비","0","0"
"2021-06-24","취업후상환학자금_등록금","0","0"
"2021-06-24","취업후상환학자금_생활비","0","0"
"2021-06-25","일반상환학자금_등록금","0","0"
"2021-06-25","일반상환학자금_생활비","0","0"
"2021-06-25","취업후상환학자금_등록금","0","0"
"2021-06-25","취업후상환학자금_생활비","0","0"
"2021-06-26","일반상환학자금_등록금","0","0"
"2021-06-26","일반상환학자금_생활비","0","0"
"2021-06-26","취업후상환학자금_등록금","0","0"
"2021-06-26","취업후상환학자금_생활비","0","0"
"2021-06-27","일반상환학자금_등록금","0","0"
"2021-06-27","일반상환학자금_생활비","0","0"
"2021-06-27","취업후상환학자금_등록금","0","0"
"2021-06-27","취업후상환학자금_생활비","0","0"
"2021-06-28","일반상환학자금_등록금","0","0"
"2021-06-28","일반상환학자금_생활비","0","0"
"2021-06-28","취업후상환학자금_등록금","0","0"
"2021-06-28","취업후상환학자금_생활비","0","0"
"2021-06-29","일반상환학자금_등록금","0","0"
"2021-06-29","일반상환학자금_생활비","0","0"
"2021-06-29","취업후상환학자금_등록금","0","0"
"2021-06-29","취업후상환학자금_생활비","0","0"
"2021-06-30","일반상환학자금_등록금","0","0"
"2021-06-30","일반상환학자금_생활비","0","0"
"2021-06-30","취업후상환학자금_등록금","0","0"
"2021-06-30","취업후상환학자금_생활비","0","0"
"2021-07-01","일반상환학자금_등록금","0","0"
"2021-07-01","일반상환학자금_생활비","0","0"
"2021-07-01","취업후상환학자금_등록금","0","0"
"2021-07-01","취업후상환학자금_생활비","0","0"
"2021-07-02","일반상환학자금_등록금","0","0"
"2021-07-02","일반상환학자금_생활비","0","0"
"2021-07-02","취업후상환학자금_등록금","0","0"
"2021-07-02","취업후상환학자금_생활비","0","0"
"2021-07-03","일반상환학자금_등록금","0","0"
"2021-07-03","일반상환학자금_생활비","0","0"
"2021-07-03","취업후상환학자금_등록금","0","0"
"2021-07-03","취업후상환학자금_생활비","0","0"
"2021-07-04","일반상환학자금_등록금","0","0"
"2021-07-04","일반상환학자금_생활비","0","0"
"2021-07-04","취업후상환학자금_등록금","0","0"
"2021-07-04","취업후상환학자금_생활비","0","0"
"2021-07-05","일반상환학자금_등록금","0","0"
"2021-07-05","일반상환학자금_생활비","0","0"
"2021-07-05","취업후상환학자금_등록금","0","0"
"2021-07-05","취업후상환학자금_생활비","0","0"
"2021-07-06","일반상환학자금_등록금","0","0"
"2021-07-06","일반상환학자금_생활비","0","0"
"2021-07-06","취업후상환학자금_등록금","0","0"
"2021-07-06","취업후상환학자금_생활비","0","0"
"2021-07-07","일반상환학자금_등록금","0","0"
"2021-07-07","일반상환학자금_생활비","0","0"
"2021-07-07","취업후상환학자금_등록금","0","0"
"2021-07-07","취업후상환학자금_생활비","0","0"
"2021-07-08","일반상환학자금_등록금","541","33"
"2021-07-08","일반상환학자금_생활비","204","3"
"2021-07-08","취업후상환학자금_등록금","0","0"
"2021-07-08","취업후상환학자금_생활비","282","1"
"2021-07-09","일반상환학자금_등록금","291","18"
"2021-07-09","일반상환학자금_생활비","121","2"
"2021-07-09","취업후상환학자금_등록금","1","0"
"2021-07-09","취업후상환학자금_생활비","533","3"
"2021-07-10","일반상환학자금_등록금","275","18"
"2021-07-10","일반상환학자금_생활비","144","2"
"2021-07-10","취업후상환학자금_등록금","1","0"
"2021-07-10","취업후상환학자금_생활비","357","2"
"2021-07-11","일반상환학자금_등록금","0","0"
"2021-07-11","일반상환학자금_생활비","0","0"
"2021-07-11","취업후상환학자금_등록금","0","0"
"2021-07-11","취업후상환학자금_생활비","0","0"
"2021-07-12","일반상환학자금_등록금","0","0"
"2021-07-12","일반상환학자금_생활비","0","0"
"2021-07-12","취업후상환학자금_등록금","0","0"
"2021-07-12","취업후상환학자금_생활비","0","0"
"2021-07-13","일반상환학자금_등록금","406","25"
"2021-07-13","일반상환학자금_생활비","224","2"
"2021-07-13","취업후상환학자금_등록금","2","0"
"2021-07-13","취업후상환학자금_생활비","706","3"
"2021-07-14","일반상환학자금_등록금","286","15"
"2021-07-14","일반상환학자금_생활비","124","1"
"2021-07-14","취업후상환학자금_등록금","1","0"
"2021-07-14","취업후상환학자금_생활비","494","2"
"2021-07-15","일반상환학자금_등록금","347","18"
"2021-07-15","일반상환학자금_생활비","205","2"
"2021-07-15","취업후상환학자금_등록금","2","0"
"2021-07-15","취업후상환학자금_생활비","717","4"
"2021-07-16","일반상환학자금_등록금","179","9"
"2021-07-16","일반상환학자금_생활비","149","2"
"2021-07-16","취업후상환학자금_등록금","5","0"
"2021-07-16","취업후상환학자금_생활비","665","3"
"2021-07-17","일반상환학자금_등록금","77","4"
"2021-07-17","일반상환학자금_생활비","98","1"
"2021-07-17","취업후상환학자금_등록금","4","0"
"2021-07-17","취업후상환학자금_생활비","596","3"
"2021-07-18","일반상환학자금_등록금","0","0"
"2021-07-18","일반상환학자금_생활비","0","0"
"2021-07-18","취업후상환학자금_등록금","0","0"
"2021-07-18","취업후상환학자금_생활비","0","0"
"2021-07-19","일반상환학자금_등록금","0","0"
"2021-07-19","일반상환학자금_생활비","0","0"
"2021-07-19","취업후상환학자금_등록금","0","0"
"2021-07-19","취업후상환학자금_생활비","0","0"
"2021-07-20","일반상환학자금_등록금","114","5"
"2021-07-20","일반상환학자금_생활비","132","1"
"2021-07-20","취업후상환학자금_등록금","3","0"
"2021-07-20","취업후상환학자금_생활비","841","4"
"2021-07-21","일반상환학자금_등록금","218","8"
"2021-07-21","일반상환학자금_생활비","223","2"
"2021-07-21","취업후상환학자금_등록금","12","0"
"2021-07-21","취업후상환학자금_생활비","1396","7"
"2021-07-22","일반상환학자금_등록금","268","14"
"2021-07-22","일반상환학자금_생활비","343","3"
"2021-07-22","취업후상환학자금_등록금","8","0"
"2021-07-22","취업후상환학자금_생활비","1809","9"
"2021-07-23","일반상환학자금_등록금","185","10"
"2021-07-23","일반상환학자금_생활비","423","3"
"2021-07-23","취업후상환학자금_등록금","5","0"
"2021-07-23","취업후상환학자금_생활비","2138","10"
"2021-07-24","일반상환학자금_등록금","84","4"
"2021-07-24","일반상환학자금_생활비","306","2"
"2021-07-24","취업후상환학자금_등록금","5","0"
"2021-07-24","취업후상환학자금_생활비","2087","10"
"2021-07-25","일반상환학자금_등록금","0","0"
"2021-07-25","일반상환학자금_생활비","0","0"
"2021-07-25","취업후상환학자금_등록금","0","0"
"2021-07-25","취업후상환학자금_생활비","0","0"
"2021-07-26","일반상환학자금_등록금","0","0"
"2021-07-26","일반상환학자금_생활비","0","0"
"2021-07-26","취업후상환학자금_등록금","0","0"
"2021-07-26","취업후상환학자금_생활비","0","0"
"2021-07-27","일반상환학자금_등록금","124","7"
"2021-07-27","일반상환학자금_생활비","471","3"
"2021-07-27","취업후상환학자금_등록금","11","0"
"2021-07-27","취업후상환학자금_생활비","3095","15"
"2021-07-28","일반상환학자금_등록금","108","5"
"2021-07-28","일반상환학자금_생활비","329","2"
"2021-07-28","취업후상환학자금_등록금","5","0"
"2021-07-28","취업후상환학자금_생활비","3058","15"
"2021-07-29","일반상환학자금_등록금","107","5"
"2021-07-29","일반상환학자금_생활비","327","2"
"2021-07-29","취업후상환학자금_등록금","7","0"
"2021-07-29","취업후상환학자금_생활비","2396","11"
"2021-07-30","일반상환학자금_등록금","77","3"
"2021-07-30","일반상환학자금_생활비","472","3"
"2021-07-30","취업후상환학자금_등록금","6","0"
"2021-07-30","취업후상환학자금_생활비","3031","14"
"2021-07-31","일반상환학자금_등록금","43","2"
"2021-07-31","일반상환학자금_생활비","529","3"
"2021-07-31","취업후상환학자금_등록금","2","0"
"2021-07-31","취업후상환학자금_생활비","2933","14"
"2021-08-01","일반상환학자금_등록금","0","0"
"2021-08-01","일반상환학자금_생활비","0","0"
"2021-08-01","취업후상환학자금_등록금","0","0"
"2021-08-01","취업후상환학자금_생활비","0","0"
"2021-08-02","일반상환학자금_등록금","0","0"
"2021-08-02","일반상환학자금_생활비","0","0"
"2021-08-02","취업후상환학자금_등록금","0","0"
"2021-08-02","취업후상환학자금_생활비","0","0"
"2021-08-03","일반상환학자금_등록금","564","16"
"2021-08-03","일반상환학자금_생활비","844","7"
"2021-08-03","취업후상환학자금_등록금","236","1"
"2021-08-03","취업후상환학자금_생활비","3444","18"
"2021-08-04","일반상환학자금_등록금","437","14"
"2021-08-04","일반상환학자금_생활비","606","5"
"2021-08-04","취업후상환학자금_등록금","103","1"
"2021-08-04","취업후상환학자금_생활비","2919","15"
"2021-08-05","일반상환학자금_등록금","337","10"
"2021-08-05","일반상환학자금_생활비","571","5"
"2021-08-05","취업후상환학자금_등록금","61","0"
"2021-08-05","취업후상환학자금_생활비","2645","13"
"2021-08-06","일반상환학자금_등록금","245","6"
"2021-08-06","일반상환학자금_생활비","595","4"
"2021-08-06","취업후상환학자금_등록금","45","0"
"2021-08-06","취업후상환학자금_생활비","2728","13"
"2021-08-07","일반상환학자금_등록금","124","5"
"2021-08-07","일반상환학자금_생활비","553","4"
"2021-08-07","취업후상환학자금_등록금","18","0"
"2021-08-07","취업후상환학자금_생활비","2336","12"
"2021-08-08","일반상환학자금_등록금","0","0"
"2021-08-08","일반상환학자금_생활비","0","0"
"2021-08-08","취업후상환학자금_등록금","0","0"
"2021-08-08","취업후상환학자금_생활비","0","0"
"2021-08-09","일반상환학자금_등록금","0","0"
"2021-08-09","일반상환학자금_생활비","0","0"
"2021-08-09","취업후상환학자금_등록금","0","0"
"2021-08-09","취업후상환학자금_생활비","0","0"
"2021-08-10","일반상환학자금_등록금","243","8"
"2021-08-10","일반상환학자금_생활비","735","6"
"2021-08-10","취업후상환학자금_등록금","59","1"
"2021-08-10","취업후상환학자금_생활비","2980","15"
"2021-08-11","일반상환학자금_등록금","207","8"
"2021-08-11","일반상환학자금_생활비","649","5"
"2021-08-11","취업후상환학자금_등록금","42","1"
"2021-08-11","취업후상환학자금_생활비","2322","12"
"2021-08-12","일반상환학자금_등록금","250","8"
"2021-08-12","일반상환학자금_생활비","674","5"
"2021-08-12","취업후상환학자금_등록금","229","3"
"2021-08-12","취업후상환학자금_생활비","2545","14"
"2021-08-13","일반상환학자금_등록금","338","9"
"2021-08-13","일반상환학자금_생활비","698","5"
"2021-08-13","취업후상환학자금_등록금","582","12"
"2021-08-13","취업후상환학자금_생활비","2467","15"
"2021-08-14","일반상환학자금_등록금","285","8"
"2021-08-14","일반상환학자금_생활비","787","6"
"2021-08-14","취업후상환학자금_등록금","550","10"
"2021-08-14","취업후상환학자금_생활비","2372","14"
"2021-08-15","일반상환학자금_등록금","0","0"
"2021-08-15","일반상환학자금_생활비","0","0"
"2021-08-15","취업후상환학자금_등록금","0","0"
"2021-08-15","취업후상환학자금_생활비","0","0"
"2021-08-16","일반상환학자금_등록금","0","0"
"2021-08-16","일반상환학자금_생활비","0","0"
"2021-08-16","취업후상환학자금_등록금","0","0"
"2021-08-16","취업후상환학자금_생활비","0","0"
"2021-08-17","일반상환학자금_등록금","0","0"
"2021-08-17","일반상환학자금_생활비","0","0"
"2021-08-17","취업후상환학자금_등록금","0","0"
"2021-08-17","취업후상환학자금_생활비","0","0"
"2021-08-18","일반상환학자금_등록금","1789","55"
"2021-08-18","일반상환학자금_생활비","2248","20"
"2021-08-18","취업후상환학자금_등록금","3479","63"
"2021-08-18","취업후상환학자금_생활비","5095","39"
"2021-08-19","일반상환학자금_등록금","1815","61"
"2021-08-19","일반상환학자금_생활비","1765","17"
"2021-08-19","취업후상환학자금_등록금","2472","49"
"2021-08-19","취업후상환학자금_생활비","3815","31"
"2021-08-20","일반상환학자금_등록금","1586","52"
"2021-08-20","일반상환학자금_생활비","1728","16"
"2021-08-20","취업후상환학자금_등록금","1696","32"
"2021-08-20","취업후상환학자금_생활비","3121","25"
"2021-08-21","일반상환학자금_등록금","3835","164"
"2021-08-21","일반상환학자금_생활비","2998","31"
"2021-08-21","취업후상환학자금_등록금","3416","69"
"2021-08-21","취업후상환학자금_생활비","4773","41"
"2021-08-22","일반상환학자금_등록금","0","0"
"2021-08-22","일반상환학자금_생활비","0","0"
"2021-08-22","취업후상환학자금_등록금","0","0"
"2021-08-22","취업후상환학자금_생활비","0","0"
"2021-08-23","일반상환학자금_등록금","0","0"
"2021-08-23","일반상환학자금_생활비","0","0"
"2021-08-23","취업후상환학자금_등록금","0","0"
"2021-08-23","취업후상환학자금_생활비","0","0"
"2021-08-24","일반상환학자금_등록금","15772","607"
"2021-08-24","일반상환학자금_생활비","8126","101"
"2021-08-24","취업후상환학자금_등록금","25141","483"
"2021-08-24","취업후상환학자금_생활비","17627","184"
"2021-08-25","일반상환학자금_등록금","11866","444"
"2021-08-25","일반상환학자금_생활비","5931","75"
"2021-08-25","취업후상환학자금_등록금","13416","266"
"2021-08-25","취업후상환학자금_생활비","13082","135"
"2021-08-26","일반상환학자금_등록금","9496","354"
"2021-08-26","일반상환학자금_생활비","4571","56"
"2021-08-26","취업후상환학자금_등록금","9659","196"
"2021-08-26","취업후상환학자금_생활비","9413","96"
"2021-08-27","일반상환학자금_등록금","7678","297"
"2021-08-27","일반상환학자금_생활비","3503","43"
"2021-08-27","취업후상환학자금_등록금","6946","145"
"2021-08-27","취업후상환학자금_생활비","7164","72"
"2021-08-28","일반상환학자금_등록금","5822","227"
"2021-08-28","일반상환학자금_생활비","2869","33"
"2021-08-28","취업후상환학자금_등록금","5098","112"
"2021-08-28","취업후상환학자금_생활비","6275","61"
"2021-08-29","일반상환학자금_등록금","0","0"
"2021-08-29","일반상환학자금_생활비","0","0"
"2021-08-29","취업후상환학자금_등록금","0","0"
"2021-08-29","취업후상환학자금_생활비","0","0"
"2021-08-30","일반상환학자금_등록금","0","0"
"2021-08-30","일반상환학자금_생활비","0","0"
"2021-08-30","취업후상환학자금_등록금","0","0"
"2021-08-30","취업후상환학자금_생활비","0","0"
"2021-08-31","일반상환학자금_등록금","1740","66"
"2021-08-31","일반상환학자금_생활비","2312","25"
"2021-08-31","취업후상환학자금_등록금","2332","50"
"2021-08-31","취업후상환학자금_생활비","7971","73"
"2021-09-01","일반상환학자금_등록금","1022","36"
"2021-09-01","일반상환학자금_생활비","1603","17"
"2021-09-01","취업후상환학자금_등록금","1379","29"
"2021-09-01","취업후상환학자금_생활비","5368","50"
"2021-09-02","일반상환학자금_등록금","1218","44"
"2021-09-02","일반상환학자금_생활비","1571","17"
"2021-09-02","취업후상환학자금_등록금","1332","30"
"2021-09-02","취업후상환학자금_생활비","4987","44"
"2021-09-03","일반상환학자금_등록금","1157","43"
"2021-09-03","일반상환학자금_생활비","1172","12"
"2021-09-03","취업후상환학자금_등록금","1041","24"
"2021-09-03","취업후상환학자금_생활비","3631","31"
"2021-09-04","일반상환학자금_등록금","1142","43"
"2021-09-04","일반상환학자금_생활비","1255","13"
"2021-09-04","취업후상환학자금_등록금","907","21"
"2021-09-04","취업후상환학자금_생활비","3729","29"
"2021-09-05","일반상환학자금_등록금","0","0"
"2021-09-05","일반상환학자금_생활비","0","0"
"2021-09-05","취업후상환학자금_등록금","0","0"
"2021-09-05","취업후상환학자금_생활비","0","0"
"2021-09-06","일반상환학자금_등록금","0","0"
"2021-09-06","일반상환학자금_생활비","0","0"
"2021-09-06","취업후상환학자금_등록금","0","0"
"2021-09-06","취업후상환학자금_생활비","0","0"
"2021-09-07","일반상환학자금_등록금","944","37"
"2021-09-07","일반상환학자금_생활비","1340","13"
"2021-09-07","취업후상환학자금_등록금","850","19"
"2021-09-07","취업후상환학자금_생활비","4566","35"
"2021-09-08","일반상환학자금_등록금","719","27"
"2021-09-08","일반상환학자금_생활비","992","10"
"2021-09-08","취업후상환학자금_등록금","891","22"
"2021-09-08","취업후상환학자금_생활비","3377","27"
"2021-09-09","일반상환학자금_등록금","809","27"
"2021-09-09","일반상환학자금_생활비","1130","12"
"2021-09-09","취업후상환학자금_등록금","917","22"
"2021-09-09","취업후상환학자금_생활비","2972","24"
"2021-09-10","일반상환학자금_등록금","1354","46"
"2021-09-10","일반상환학자금_생활비","1155","12"
"2021-09-10","취업후상환학자금_등록금","1265","29"
"2021-09-10","취업후상환학자금_생활비","2790","22"
"2021-09-11","일반상환학자금_등록금","863","29"
"2021-09-11","일반상환학자금_생활비","1010","10"
"2021-09-11","취업후상환학자금_등록금","755","17"
"2021-09-11","취업후상환학자금_생활비","2716","21"
"2021-09-12","일반상환학자금_등록금","0","0"
"2021-09-12","일반상환학자금_생활비","0","0"
"2021-09-12","취업후상환학자금_등록금","0","0"
"2021-09-12","취업후상환학자금_생활비","0","0"
"2021-09-13","일반상환학자금_등록금","0","0"
"2021-09-13","일반상환학자금_생활비","0","0"
"2021-09-13","취업후상환학자금_등록금","0","0"
"2021-09-13","취업후상환학자금_생활비","0","0"
"2021-09-14","일반상환학자금_등록금","1273","44"
"2021-09-14","일반상환학자금_생활비","1336","13"
"2021-09-14","취업후상환학자금_등록금","1149","27"
"2021-09-14","취업후상환학자금_생활비","3244","25"
"2021-09-15","일반상환학자금_등록금","1087","41"
"2021-09-15","일반상환학자금_생활비","1050","11"
"2021-09-15","취업후상환학자금_등록금","1027","25"
"2021-09-15","취업후상환학자금_생활비","2719","22"
"2021-09-16","일반상환학자금_등록금","710","26"
"2021-09-16","일반상환학자금_생활비","849","9"
"2021-09-16","취업후상환학자금_등록금","727","18"
"2021-09-16","취업후상환학자금_생활비","2271","18"
"2021-09-17","일반상환학자금_등록금","621","22"
"2021-09-17","일반상환학자금_생활비","805","8"
"2021-09-17","취업후상환학자금_등록금","589","14"
"2021-09-17","취업후상환학자금_생활비","1972","15"
"2021-09-18","일반상환학자금_등록금","330","12"
"2021-09-18","일반상환학자금_생활비","724","7"
"2021-09-18","취업후상환학자금_등록금","314","8"
"2021-09-18","취업후상환학자금_생활비","2054","14"
"2021-09-19","일반상환학자금_등록금","0","0"
"2021-09-19","일반상환학자금_생활비","0","0"
"2021-09-19","취업후상환학자금_등록금","0","0"
"2021-09-19","취업후상환학자금_생활비","0","0"
"2021-09-20","일반상환학자금_등록금","0","0"
"2021-09-20","일반상환학자금_생활비","0","0"
"2021-09-20","취업후상환학자금_등록금","0","0"
"2021-09-20","취업후상환학자금_생활비","0","0"
"2021-09-21","일반상환학자금_등록금","0","0"
"2021-09-21","일반상환학자금_생활비","0","0"
"2021-09-21","취업후상환학자금_등록금","0","0"
"2021-09-21","취업후상환학자금_생활비","0","0"
"2021-09-22","일반상환학자금_등록금","0","0"
"2021-09-22","일반상환학자금_생활비","0","0"
"2021-09-22","취업후상환학자금_등록금","0","0"
"2021-09-22","취업후상환학자금_생활비","0","0"
"2021-09-23","일반상환학자금_등록금","0","0"
"2021-09-23","일반상환학자금_생활비","0","0"
"2021-09-23","취업후상환학자금_등록금","0","0"
"2021-09-23","취업후상환학자금_생활비","0","0"
"2021-09-24","일반상환학자금_등록금","376","12"
"2021-09-24","일반상환학자금_생활비","804","8"
"2021-09-24","취업후상환학자금_등록금","490","12"
"2021-09-24","취업후상환학자금_생활비","2917","22"
"2021-09-25","일반상환학자금_등록금","352","12"
"2021-09-25","일반상환학자금_생활비","795","8"
"2021-09-25","취업후상환학자금_등록금","419","10"
"2021-09-25","취업후상환학자금_생활비","2340","17"
"2021-09-26","일반상환학자금_등록금","0","0"
"2021-09-26","일반상환학자금_생활비","0","0"
"2021-09-26","취업후상환학자금_등록금","0","0"
"2021-09-26","취업후상환학자금_생활비","0","0"
"2021-09-27","일반상환학자금_등록금","0","0"
"2021-09-27","일반상환학자금_생활비","0","0"
"2021-09-27","취업후상환학자금_등록금","0","0"
"2021-09-27","취업후상환학자금_생활비","0","0"
"2021-09-28","일반상환학자금_등록금","402","13"
"2021-09-28","일반상환학자금_생활비","845","8"
"2021-09-28","취업후상환학자금_등록금","507","11"
"2021-09-28","취업후상환학자금_생활비","2802","20"
"2021-09-29","일반상환학자금_등록금","400","12"
"2021-09-29","일반상환학자금_생활비","724","7"
"2021-09-29","취업후상환학자금_등록금","583","13"
"2021-09-29","취업후상환학자금_생활비","2091","16"
"2021-09-30","일반상환학자금_등록금","252","8"
"2021-09-30","일반상환학자금_생활비","539","5"
"2021-09-30","취업후상환학자금_등록금","469","13"
